index,Unnamed: 0,target_id,pval,qval,b,se_b,mean_obs,var_obs,tech_var,sigma_sq,smooth_sigma_sq,final_sigma_sq,ens_gene,ext_gene,code,genotype,b_b,b_d,q_b,q_d
12577,12578,D1037.3,0.544210242684675,0.866825377409185,0.0471873688918269,0.077808058443513,9.10052840819685,1.01332448870425,0.000124966521965276,0.00806796051173091,0.008956174416158421,0.008956174416158421,WBGene00001501,ftn-2,e,\emph{rhy-1},0.887137506859987,-0.5030487581936279,1.05429145110903e-27,1.59546006268307e-08
893,894,F09B9.1,7.4115059358454805e-06,0.00016610395182393702,2.9452692126245696,0.657203932622648,3.5401277621950697,2.8539654099120098,0.0756163586485347,0.572259154933477,0.0752868924598076,0.572259154933477,,,e,\emph{rhy-1},1.24847510204548,-1.90479306741388,0.27590456800588,0.0670530558603138
200,201,F10D2.11,3.3565389102325294e-12,3.34585142315517e-10,0.983308244971935,0.14124085317145302,6.9595055886403605,0.582363557533611,0.00133431103105837,0.0285891568758416,0.00646639202247636,0.0285891568758416,WBGene00017336,ugt-41,e,\emph{rhy-1},0.242194605586335,-1.1085892997896498,0.35505298844580097,1.27382852191316e-12
3654,3655,F13D11.1,0.0267696648407727,0.146746102530704,0.2736869057476,0.123568481429157,5.10358253160224,0.133558885575609,0.0063780918302169705,0.0158159067523133,0.0165256625738449,0.0165256625738449,WBGene00017427,acp-5,e,\emph{rhy-1},0.47014328538088596,-0.34624038864596096,0.0022975944216891,0.0825894763366051
172,173,F14E5.5,2.5613703258847306e-13,2.96645178320384e-11,1.62256278294959,0.221793362834276,5.93203877701239,1.36569200251423,0.0037058781282101297,0.0700825655677948,0.009139653752685979,0.0700825655677948,WBGene00008803,lips-10,e,\emph{rhy-1},1.5354469670783701,-0.669038571694778,2.87906243395143e-10,0.0512351433122551
433,434,F14H12.3,1.85054531893321e-08,8.543208758098129e-07,0.767322421944312,0.136402630931447,5.479803717148581,1.70941018367553,0.007896424078004841,0.0200120925095259,0.0122801406781548,0.0200120925095259,WBGene00017471,F14H12.3,e,\emph{rhy-1},-0.0134094004640416,-0.4004736219861189,0.992567913203446,0.0618011539371467
142,143,F17E9.11,9.77584848242408e-15,1.36971258876817e-12,3.7035902590417997,0.4783678700438301,2.6161969017241202,2.8664673425222404,0.10165075097950801,0.241602977655898,0.22252212377146,0.241602977655898,WBGene00003099,lys-10,e,\emph{rhy-1},1.05212383518149,-2.1125549296576898,0.16716232680774898,0.0005955317038927441
2779,2780,F18E3.11,0.00827195716002427,0.0596176020353404,0.617050439040691,0.23366369803705397,5.31195785339801,0.692645885356438,0.00644338488051986,0.0754547007900074,0.0139576310747663,0.0754547007900074,WBGene00017567,F18E3.11,e,\emph{rhy-1},0.17345823231442298,-1.68766798178211,0.8081676548444889,1.0985143215536601e-10
931,932,F18E3.12,1.01748718580636e-05,0.000218737910459401,1.06899741126242,0.24221501292162803,5.28093971685465,1.1399476939453,0.00823293793873171,0.0797692307882048,0.0143040472373195,0.0797692307882048,WBGene00045275,F18E3.12,e,\emph{rhy-1},0.7568873633344859,-1.8853957845498202,0.0197245720638806,1.98328857996899e-12
1707,1708,F18E3.13,0.0005584197755849111,0.0065506432222595294,0.63132732241347,0.182937997768283,5.563691312618119,0.6256074776108951,0.00483100369149431,0.0453684628497084,0.0115565962771972,0.0453684628497084,WBGene00045276,F18E3.13,e,\emph{rhy-1},0.428584817152247,-1.19477205185776,0.128252169937297,1.05548497788792e-08
1032,1033,F20D6.11,2.07179602683322e-05,0.000401844193549181,-0.5580491676566229,0.131089482974205,5.08066499358428,0.37961691276396503,0.00876408146253535,0.0170125973571314,0.016840089401396998,0.0170125973571314,WBGene00017640,F20D6.11,e,\emph{rhy-1},-1.18165639312652,0.56591901232301,2.6686400968183897e-17,0.000875235235377386
1043,1044,F21H11.2b,2.2019323419850502e-05,0.000422585406168702,0.35592101802402704,0.083877076385182,6.2811164531063906,0.14468916981492902,0.00282099872804983,0.00563756146003061,0.00773204718633865,0.00773204718633865,WBGene00004728,sax-2,e,\emph{rhy-1},-0.273242678050147,-0.3705416505507179,0.0135834181945167,0.000593162843339887
1982,1983,F23F12.12,0.00146155491532828,0.0147673798706593,0.813773840393755,0.25572595235576195,5.77449801234339,0.688864302835238,0.0058430797950335105,0.0922505642673585,0.0100341384764282,0.0922505642673585,WBGene00017756,F23F12.12,e,\emph{rhy-1},-0.583722548843333,-2.00320287951291,0.144144716165171,1.4200509168534499e-12
843,844,F28G4.1,4.69535401382086e-06,0.00011146458888733999,2.45536063321855,0.5363439915161671,2.52668849960604,2.40812883350617,0.13850550393046698,0.29299181192277396,0.24596589790305898,0.29299181192277396,WBGene00009226,cyp-37B1,e,\emph{rhy-1},1.6046927853212198,-1.66776543726293,0.0283694885582593,0.0410144130955344
553,554,F31C3.1,1.49307416173691e-07,5.37077807981342e-06,-0.3529977270950711,0.0671939986983901,7.81721948253838,0.0999784447461277,0.000455176740339279,0.00495138350655334,0.0063173734512796,0.0063173734512796,WBGene00000881,cyn-5,e,\emph{rhy-1},-0.192726394795343,0.416432921619167,0.0392545333349789,8.2705815538208e-08
174,175,F32G8.6,2.97579379680584e-13,3.40702882930296e-11,-0.7426471093958721,0.10179540422425899,5.8580416268797695,0.5234179882859891,0.0039203347944916705,0.0116231216872787,0.009536032606544259,0.0116231216872787,WBGene00000298,cat-4,e,\emph{rhy-1},-1.3761598373286497,0.75260847403787,5.0509192339877794e-39,3.3357857942592495e-11
5008,5009,F35E8.11,0.0761599373596615,0.304517043419055,-0.34585783846852397,0.195023615798722,4.1899283387790796,1.06377772449517,0.0195155903819593,0.0270774767351304,0.0375357256968521,0.0375357256968521,WBGene00000412,cdr-1,e,\emph{rhy-1},-0.642035962476234,0.6200672525152839,0.012230608781412,0.0344975370080303
15769,15770,F39G3.1,0.7542084490403391,0.9588369830041321,-0.0380755155845742,0.121610084469593,5.402762253494901,0.37923467805368793,0.00499589489265915,0.0171876240743932,0.0130102648060577,0.0171876240743932,WBGene00018206,ugt-61,e,\emph{rhy-1},-0.49314613636298205,0.33850659563585994,0.000916786966441928,0.0856374135800633
626,627,F41C3.2,3.4462062777912396e-07,1.1012470332029598e-05,1.43445749059255,0.28141784511442897,3.97223724720875,1.3329608934888502,0.0720553924636805,0.0325320569094875,0.0467386128595923,0.0467386128595923,WBGene00018268,F41C3.2,e,\emph{rhy-1},-0.0998958778247122,-2.467687952941,0.9437587380531691,9.2797963716941e-16
435,436,F44C4.3,1.8978406657509597e-08,8.70140402265131e-07,0.8804131873375329,0.156627475204513,8.03568414589238,0.241300938292148,0.000428622558872323,0.0363696264245381,0.00649632713921164,0.0363696264245381,WBGene00000784,cpr-4,e,\emph{rhy-1},0.110827571558275,-0.852920347561537,0.819362188936063,5.53400742344993e-06
26,27,F45D11.14,5.197563359872099e-46,3.85697701771842e-43,-6.44952518506119,0.452926750596945,5.76618171541576,6.90706072888095,0.254580073120332,0.053133888989129,0.0100868101722421,0.053133888989129,WBGene00018459,F45D11.14,e,\emph{rhy-1},1.48867586290572,2.2149109393935897,0.0124105357558214,7.97669763443794e-05
1219,1220,F45D11.15,6.554128972299511e-05,0.00107549982054867,-1.64779251371025,0.412782249059147,4.92799628111229,7.02668639446466,0.213795401857907,0.0417883758495843,0.0190825244556217,0.0417883758495843,WBGene00018460,F45D11.15,e,\emph{rhy-1},0.43278919487867296,1.27390545410144,0.682736823876649,0.0433587182431955
1220,1221,F45D11.16,6.554128972299511e-05,0.00107549982054867,-1.64779251371025,0.412782249059147,4.92799628111229,7.02668639446466,0.213795401857907,0.0417883758495843,0.0190825244556217,0.0417883758495843,WBGene00018461,F45D11.16,e,\emph{rhy-1},0.43278919487867296,1.27390545410144,0.682736823876649,0.0433587182431955
4924,4925,F46F2.5,0.0722102524173515,0.293694987109709,0.510879727794297,0.28417092969059304,3.53579010685849,0.609357909110985,0.0454540296786068,0.0519580174214487,0.0756756462432174,0.0756756462432174,WBGene00009789,F46F2.5,e,\emph{rhy-1},0.907321433572848,-1.11660790991915,0.016342661363183998,0.0036309796787253
1390,1391,F47G4.3,0.000153614107121974,0.00221266157461961,1.95758094882428,0.517173547396338,4.95871713983417,1.53675860178202,0.0158445777985565,0.385358139391212,0.0186079685781982,0.385358139391212,WBGene00009824,gpdh-1,e,\emph{rhy-1},0.205360640888006,-1.8156012737583798,0.9313644408988309,0.0136961126782366
2197,2198,F55G11.2,0.0026291475477779602,0.0239661511680069,-0.6064102262634239,0.20159462211346302,5.65115378802963,3.13646894693112,0.0105363208052606,0.0504242666923446,0.0108760568853508,0.0504242666923446,WBGene00010123,F55G11.2,e,\emph{rhy-1},-0.7736448502209591,0.860156956084304,0.00203354395047123,0.00106819636357983
130,131,F56A4.2,3.4250242772680203e-15,5.198771698435e-13,-1.6877390922908,0.214333602963007,8.2038332491766,0.84931270761877,0.000181736928728142,0.0687266031099278,0.00669891218721762,0.0687266031099278,WBGene00018910,F56A4.2,e,\emph{rhy-1},0.0181739203044054,1.4272692326711003,0.9937129148083979,4.71798979843501e-09
57,58,F59D6.3,2.55754038109727e-24,8.83497915097672e-22,-1.7361293934481499,0.17062284933049202,4.6015613267676505,1.5812149083851101,0.0184674545192673,0.00577426633403897,0.0252007805512163,0.0252007805512163,WBGene00019105,asp-8,e,\emph{rhy-1},-2.44355841763169,0.649711363644851,7.494640338190839e-44,0.0054005944638631
332,333,H23N18.2,1.22619529614624e-09,7.37779247855435e-08,2.19196516100059,0.360711599000257,3.27206222830397,1.9868959814859701,0.0910490908592499,0.0172857572301353,0.104120195620734,0.104120195620734,WBGene00019233,ugt-14,e,\emph{rhy-1},1.3655702154192502,-1.68535402490367,0.0024581389112535604,0.000206489061669514
2662,2663,K09H11.7,0.0067052381511236,0.050452038535055,3.5318008460840296,1.30269971888321,2.6284063310739803,6.99899981277382,1.36171869135526,1.1838211450123401,0.219495157064557,1.1838211450123401,WBGene00019604,K09H11.7,e,\emph{rhy-1},-0.23321388219501302,-3.5324740013228304,0.981431906973428,0.0987132452438788
56,57,K10C2.3,6.26402462431755e-25,2.20185960303204e-22,-1.01164303424344,0.098110020571476,7.7823820935445,1.1013936132363702,0.000511610282800211,0.0139267539220029,0.00629725714411999,0.0139267539220029,WBGene00019619,asp-14,e,\emph{rhy-1},-0.543207832742727,0.31722948161430503,1.15850372877672e-06,0.0299985250200225
1396,1397,K12G11.3,0.00015764878815943602,0.0022610244234520104,-0.785814348696506,0.20795887746899103,7.44250280040992,1.035057706417,0.000855109530024656,0.0640152325472198,0.00621780153227606,0.0640152325472198,WBGene00010790,sodh-1,e,\emph{rhy-1},-0.15390794893064902,0.5938398656773679,0.809378936646343,0.0739481172498116
523,524,M02D8.4a,9.687097564789211e-08,3.7040207406129095e-06,0.770922748724121,0.144570665820945,7.0479243699890395,0.5603887432845911,0.00219374810471985,0.0291572680191471,0.00638840800231146,0.0291572680191471,WBGene00019730,asns-2,e,\emph{rhy-1},-0.0671620825996446,-0.950508767068899,0.9092078971739199,8.072576734101941e-09
958,959,R02D1.2,1.26403288603157e-05,0.000264089289932519,1.02146426257011,0.23394594462725798,3.8023550675443705,0.344429704167389,0.0261934060943608,0.00611168368479825,0.05590265141694901,0.05590265141694901,WBGene00235310,R02D1.2,e,\emph{rhy-1},0.28094873345992105,-0.796299085164129,0.608025757468569,0.0187553209362559
1370,1371,T07A5.3,0.000141716165143314,0.00207128225923283,0.8207944143587109,0.21570598199360397,4.517784061702191,0.44017783350765993,0.014718276405491998,0.0550753295962457,0.0272115654429228,0.0550753295962457,WBGene00011556,vglu-3,e,\emph{rhy-1},0.489677852493271,-0.801094450796798,0.147804362066594,0.00725236807841573
7574,7575,T20D4.3,0.220138928026192,0.582423315594384,-0.613229850806889,0.5001227073786699,2.59195413173484,2.8065208355365896,0.146532518585061,0.0559646653193553,0.228651565068595,0.228651565068595,WBGene00020609,T20D4.3,e,\emph{rhy-1},-2.64660748453674,2.05706075175451,4.04872103576047e-06,0.00188464280870795
164,165,Y102A5C.5,1.69529622604353e-13,2.05860334454595e-11,-2.92298371870565,0.39655933631108997,2.9135064728537,2.7290475469333195,0.0767207134369471,0.0249925883759912,0.15916824738629098,0.15916824738629098,WBGene00014954,Y102A5C.5,e,\emph{rhy-1},1.15542351790256,1.32507105206352,0.0350030996379976,0.0225070756714279
1,2,Y102A5C.6,0.0,0.0,-5.52471984362911,0.139907088660657,4.67471119900444,4.49998967285414,0.00574185768456723,0.018836117370483,0.0236191325016843,0.0236191325016843,WBGene00014955,Y102A5C.6,e,\emph{rhy-1},0.829962474752789,1.08211890346266,1.327568308131e-07,2.80954530508375e-12
1023,1024,Y105C5A.8a,1.9539929433269897e-05,0.000382326197387691,0.554624334640098,0.12988604551971303,5.25422788966933,0.139018355403426,0.00615841786675458,0.0191471593643687,0.0146120849216858,0.0191471593643687,WBGene00013633,Y105C5A.8,e,\emph{rhy-1},0.4967257322530829,-0.38185700607941797,0.00213609484525675,0.0612988129819786
1179,1180,Y17D7C.3,5.23987774990736e-05,0.0008897134796368119,-0.5598229739106401,0.13841034014820802,4.85136094977537,0.35159238787728303,0.008408150750443709,0.009900417358867021,0.0203279826394701,0.0203279826394701,WBGene00045366,Y17D7C.3,e,\emph{rhy-1},0.17992026933768202,0.407131893766767,0.561004514904572,0.0612008579502803
131,132,Y19D10A.9,3.4250242772680203e-15,5.198771698435e-13,-1.6877390922908,0.214333602963007,8.2038332491766,0.84931270761877,0.000181736928728142,0.0687266031099278,0.00669891218721762,0.0687266031099278,WBGene00021224,clec-209,e,\emph{rhy-1},0.0181739203044054,1.4272692326711003,0.9937129148083979,4.71798979843501e-09
2183,2184,Y38E10A.16,0.0025188894303067,0.0231082731802312,1.93441340288022,0.6403088586850351,1.93349426017793,3.98319679229276,0.14463469520243202,0.464499737747779,0.47035845656336606,0.47035845656336606,WBGene00012594,nspe-5,e,\emph{rhy-1},1.97072820734649,-2.94810876723255,0.0224943773740605,0.000277460662642766
808,809,Y38E10A.26,3.6392427622639098e-06,9.013086277468449e-05,2.6901012095338195,0.580891373770634,2.63272541668924,5.49781103621931,0.17449519283385,0.33165698934785104,0.21843387337267303,0.33165698934785104,WBGene00012604,nspe-2,e,\emph{rhy-1},2.6239133872993596,-2.5401468422884,0.000146265407958325,0.000712229614041493
76,77,Y38E10A.9,2.16941965400516e-21,5.64499898540875e-19,4.43843039299466,0.467372520436124,2.7109336340158796,8.798873327944449,0.12760440049033198,0.110770548397169,0.20005120879789,0.20005120879789,WBGene00012587,Y38E10A.9,e,\emph{rhy-1},4.07426074520504,-2.10756085854082,3.56553240732962e-16,0.000412240635647177
3104,3105,Y51A2D.5,0.0134517843208289,0.0867984580346187,0.5907025005248039,0.238998029708285,4.7469536815738795,0.67581652114041,0.0115011419292688,0.0741789453773944,0.0221922712436937,0.0741789453773944,WBGene00013074,hmit-1.2,e,\emph{rhy-1},-0.36441185747729493,-0.829957385790051,0.441964830736294,0.015229129770955
14857,14858,Y69A2AR.4,0.695348130522514,0.9376763456150949,0.22730626535427698,0.5804438757538051,2.31932660499723,5.21178365327946,0.159598493482317,0.34577414586783,0.309590923938163,0.34577414586783,WBGene00004878,smf-3,e,\emph{rhy-1},-3.51170149464264,2.90824660378959,6.68579070860942e-08,4.5730557463934997e-05
